#quick,cg_local
16384
80,432,1726,1757,1782,1785,1851,1879,1910,1913,1963,1966,1991,1997,2686,2781,2782,2798,2809,2810,2875,2878,2931,2959,2974,3001,3004,3015,3029,3046,3058,3060,3197,3261,3262,3309,3317,3318,3415,3421,3443,3471,3485,3499,3514,3542,3548,3561,3569,3576,3702,3705,3758,3769,3770,3789,3797,3798,3900,3932,4068,4072,4731,4795,4798,4860,4951,4955,4971,4982,4986,5007,5019,5043,5046,5069,5077,5097,5105,5112,5239,5335,5341,5372,5431,5435,5479,5493,5497,5519,5527,5550,5562,5587,5593,5606,5618,5620,5750,5753,5811,5843,5931,5942,5946,5959,5973,5977,6113,6114,6319,6334,6351,6365,6447,6459,6479,6487,6567,6573,6582,6585,6603,6606,6614,6617,6763,6766,6841,6844,6859,6874,6963,6966,6990,7002,7047,7053,7062,7065,7137,7140,7271,7277,7335,7349,7382,7388,7469,7477,7507,7513,7563,7566,7574,7577,7650,7656,7846,7858,7860,7881,7889,7896,7908,7912,7977,7985,7992,8006,8018,8020,8033,8034,8097,8100,8130,8136,8911,8919,8950,8956,9039,9053,9075,9081,9111,9117,9131,9134,9142,9145,9163,9166,9171,9180,9391,9403,9465,9468,9519,9534,9587,9590,9627,9630,9639,9645,9651,9660,9671,9677,9686,9689,9879,9883,9902,9933,10013,10014,10027,10055,10150,10153,10182,10185,10359,10363,10486,10489,10551,10587,10599,10603,10613,10618,10667,10678,10682,10695,10709,10713,10831,10843,10862,10965,10970,10996,11037,11059,11068,11114,11121,11143,11174,11186,11210,11217,11311,11319,11373,11445,11450,11512,11550,11603,11612,11621,11634,11659,11685,11698,11721,11729,11830,11836,11865,11868,11926,11929,11956,11992,12045,12046,12053,12058,12074,12084,12101,12120,12165,12170,12200,12228,12413,12414,12477,12510,12525,12526,12533,12538,12662,12665,12718,12729,12730,12749,12757,12758,12879,12894,12907,12951,12979,12988,13034,13044,13141,13146,13169,13197,13225,13240,13258,13268,13359,13373,13415,13467,13523,13532,13541,13560,13621,13626,13682,13710,13733,13752,13766,13780,13875,13881,13907,13910,13959,13963,13973,13978,13994,14001,14021,14034,14102,14105,14129,14162,14213,14218,14242,14273,14391,14397,14427,14430,14503,14539,14565,14570,14637,14670,14693,14698,14891,14894,14902,14905,14919,14925,14931,14940,14950,14953,14987,14998,15002,15014,15026,15045,15058,15080,15118,15129,15130,15145,15160,15173,15192,15202,15297,15298,15300,15304,15403,15406,15411,15420,15431,15437,15446,15449,15462,15465,15495,15509,15513,15530,15537,15561,15569,15588,15629,15637,15638,15658,15668,15686,15700,15713,15777,15778,15780,15784
81,336,599,603,605,606,627,636,655,667,669,683,715,723,745,746,748,753,783,791,798,814,846,860,867,870,874,884,931,940,994,1000,1079,1083,1085,1086,1139,1148,1167,1175,1182,1191,1203,1223,1253,1254,1260,1266,1295,1307,1309,1325,1340,1357,1379,1381,1385,1400,1475,1484,1505,1508,1587,1596,1619,1628,1671,1675,1764,1768,1805,1806,1889,1890,2095,2107,2109,2127,2135,2142,2151,2155,2219,2247,2277,2282,2327,2331,2333,2334,2357,2394,2453,2458,2467,2469,2481,2499,2506,2514,2529,2530,2603,2631,2643,2699,2837,2977,3115,3123,3143,3207,3354,3522,3625,3626,3628,3633,3653,3654,3660,3666,3684,3688,3717,3722,4143,4151,4158,4175,4187,4189,4205,4206,4247,4251,4253,4254,4277,4314,4398,4429,4453,4458,4501,4506,4517,4524,4532,4554,4556,4568,4580,4584,4654,4685,4700,4757,4878,5028,5166,5180,5197,5274,5389,5576,5667,5670,5674,5684,5699,5701,5705,5720,5729,5730,5893,5898,6293,6298,6421,6426,6691,6700,6787,6789,6801,6817,6917,6924,6932,6948,7235,7244,7299,7306,7314,7362,7434,7436,7448,7496,7714,7720,7745,7748,7809,7810,7940,7944,8295,8299,8301,8302,8359,8371,8373,8395,8403,8410,8422,8425,8433,8434,8493,8501,8508,8526,8538,8540,8550,8553,8564,8568,8625,8628,8658,8664,8806,8809,8881,8936,9012,9058,9318,9321,9426,9444,9560,9569,9735,9739,9741,9742,9766,9769,9798,9801,9892,9928,10017,10050,10417,10450,10657,10690,10759,10771,10773,10801,10852,10897,11041,11044,11104,11168,11275,11283,11290,11346,11368,11410,11586,11592,11616,11712,11782,11785,11793,11794,11816,11844,12064,12096,12596,12632,12708,12744,12813,12821,12828,12852,12897,12961,12964,13024,13076,13216,13326,13338,13340,13400,13410,13506,13512,13536,13592,13760,13830,13833,13844,13848,13858,13889,13984,14016,14865,14868,14977,15008,15108,15136,15378,15384,15490,15552,15624,15680
82,192,733,761,764,855,883,886,911,939,942,1214,1270,1276,1339,1395,1401,1423,1479,1485,2363,2391,2475,2489,2490,2503,2517,2518,2654,2794,2846,3042,3133,3301,3357,3553,3641,3644,3670,3676,3754,3781,3812,3816,4286,4317,4526,4534,4538,4557,4565,4569,4699,4763,4970,5096,5175,5271,5477,5604,5683,5686,5715,5721,5930,5957,5985,5986,6191,6223,6565,6602,6699,6702,6795,6809,6810,6926,6934,6938,7045,7073,7076,7239,7245,7303,7317,7318,7437,7445,7449,7562,7618,7624,7842,7873,7976,8004,8438,8441,8566,8569,8630,8633,8662,8665,8907,8915,9038,9052,9383,9395,9517,9532,9863,9867,9894,9929,9997,9998,10025,10054,10343,10347,10549,10586,10823,10835,10854,10961,10962,11029,11057,11060,11106,11170,11202,11307,11315,11369,11441,11442,11546,11602,11608,11617,11681,11713,11798,11801,12072,12100,12397,12398,12469,12506,12877,12892,12905,12949,12977,12980,13032,13140,13144,13224,13256,13358,13372,13414,13466,13522,13528,13540,13620,13624,13732,13764,13846,13849,13986,14017,14870,14873,15010,15041,15144,15172,15382,15385,15522,15553,15656,15684
83,108,1788,1907,1935,2903,2910,2987,3050,3387,3389,3527,3557,3708,3820,4827,4829,5038,5098,5303,5310,5581,5605,5747,5987,6255,6586,6613,6629,6634,6827,6958,7066,7075,7084,7367,7501,7573,7619,7628,7850,7877,7978,8005,8069,8074,8923,8953,9054,9078,9399,9462,9533,9593,9871,9999,10351,10557,10590,10681,10710,10839,11031,11110,11124,11218,11323,11547,11625,11640,11697,11833,11862,12073,12081,12102,12114,12399,12471,12507,12726,12761,12893,12957,13033,13041,13272,13374,13470,13542,13554,13748,13878,13913,13990,14004,14025,14040,15001,15057,15126,15188,15266,15272,15510,15538,15641,15672,15809,15812
84,80,991,1019,1022,1471,1527,1533,2431,2543,2557,2558,3871,4067,4351,4591,4599,4603,5791,6124,6751,7231,7739,7742,7767,7773,7823,7837,7838,7907,7951,7959,7963,8044,8447,8575,8639,8671,9971,10108,10987,11495,11807,11891,11947,11975,12006,12009,12017,12018,12131,12140,12195,12227,13166,13677,13855,13948,14051,14060,14126,14157,14182,14185,14196,14200,14252,14284,14773,14810,14879,15075,15212,15253,15281,15284,15391,15587,15724,15770,15826,15832
85,8,37,74,517,545,548,1034,1090,1096
86,168,634,718,843,915,924,1008,1141,1197,1319,1427,1436,1520,1594,1621,1685,1690,1705,1713,1734,1746,1813,1818,1830,1844,1865,1880,1953,1956,1986,1992,2165,2170,2221,2254,2343,2379,2460,2544,2637,2665,2673,2701,2829,2913,2961,3118,3174,3186,3214,3342,3426,3474,3876,3912,4213,4218,4269,4302,4391,4427,4499,4592,4679,4710,4724,4743,4836,4871,5012,5163,5225,5240,5259,5352,5387,5528,5793,5826,6195,6204,6227,6236,6300,6321,6354,6419,6452,6488,6753,6756,7266,7272,7728,7760,7824,7952,8309,8314,8365,8398,8487,8523,8595,8604,8747,8750,8755,8764,8876,8995,9136,9287,9293,9299,9308,9420,9539,9680,9749,9754,10375,10379,10389,10394,10468,10472,10480,10627,10660,10696,10765,10796,11278,11340,11908,11912,11920,12160,12557,12558,12565,12570,12641,12642,12656,12684,12705,12738,12807,12835,13323,13379,14081,14082,14096,14208,14355,14364,14467,14560,14604,14688,14896,14980,15105,15440,15496,15618
87,216,766,891,955,958,975,983,989,1014,1017,1277,1399,1455,1467,1470,1495,1501,1526,1529,2301,2302,2423,2427,2479,2494,2511,2525,2550,2553,3646,3677,3741,3742,3814,3817,3825,3826,3869,3870,4065,4066,4349,4350,4471,4475,4527,4539,4559,4567,4598,4601,5691,5719,5783,5787,5911,5915,5990,5993,6004,6008,6116,6120,6715,6718,6735,6747,6750,6799,6814,6927,6939,7089,7092,7215,7223,7229,7255,7261,7311,7325,7439,7447,7634,7640,7734,7737,7766,7769,7830,7833,7905,7906,7958,7961,8036,8040,8445,8446,8567,8571,8623,8635,8638,8655,8663,8669,9899,9907,9927,9939,10030,10044,10061,10076,10147,10156,10179,10188,10859,10867,10951,10955,10982,10986,10994,11107,11157,11188,11203,11367,11379,11431,11435,11493,11497,11505,11619,11674,11683,11736,11805,11806,11942,11946,11954,11973,11977,11985,12076,12108,12194,12225,12910,12924,13036,13133,13134,13161,13162,13176,13205,13233,13260,13421,13436,13548,13613,13614,13669,13670,13684,13722,13740,13778,13847,13851,13987,14019,14121,14122,14136,14149,14150,14164,14248,14276,14517,14554,14645,14682,14757,14794,14863,14875,14878,14947,14956,15028,15043,15074,15153,15180,15208,15237,15375,15383,15389,15459,15468,15523,15576,15585,15660,15698,15716,15754
88,120,2814,3006,3062,3325,3549,3577,3774,3805,3830,3833,4987,5051,5113,5495,5591,5622,5947,5975,6006,6009,6575,6607,6846,6971,7055,7094,7097,7389,7511,7567,7638,7641,7862,7897,7993,8022,8161,8162,8164,8168,9167,9175,9181,9647,9659,9662,10155,10158,10183,10189,10615,10619,10998,11123,11190,11207,11221,11513,11635,11691,11706,11737,11958,11993,12061,12062,12092,12124,12202,12229,12541,12542,13052,13177,13241,13261,13269,13564,13686,13742,13754,13782,13975,13979,14003,14035,14137,14166,14250,14277,14927,14939,14942,14955,14958,15030,15051,15066,15082,15161,15182,15194,15210,15301,15306,15407,15415,15421,15463,15469,15527,15541,15577,15589,15661,15669,15702,15717,15781,15786
89,60,39,45,53,75,78,90,101,106,147,165,202,284,293,330,480,519,525,533,547,556,609,612,673,804,1035,1038,1050,1091,1100,1122,1128,1218,1352,1541,1546,1569,1572,1602,1608,2067,2179,2565,2593,3082,3138,4124,4364,4613,4644,5130,5192,7680,8416,8544,8737,8740,9282,9288,11776,13824
90,36,117,122,173,206,295,331,403,412,496,1557,1562,1697,1730,1828,1864,2573,2657,3086,3170,4615,4708,5131,5224,6163,6172,7696,8739,8748,9283,9292,10371,10464,11904,12556,12640,14080
91,384,734,762,859,890,923,926,971,974,979,988,1010,1016,1213,1269,1335,1397,1431,1437,1447,1453,1459,1468,1521,1524,1693,1694,1777,1778,1815,1819,1908,1912,1955,1964,1987,1996,2173,2174,2285,2286,2351,2366,2383,2397,2407,2411,2421,2426,2477,2492,2510,2524,2534,2537,2548,2552,2653,2793,2831,2843,2915,3011,3134,3302,3343,3351,3427,3491,3642,3669,3697,3698,3725,3726,3753,3782,3853,3854,3861,3866,3884,3916,3937,3938,3940,3944,4001,4034,4215,4219,4271,4283,4303,4311,4333,4334,4341,4346,4455,4459,4519,4531,4555,4563,4582,4585,4593,4594,4695,4751,4766,4844,4966,5068,5179,5263,5277,5356,5481,5548,5690,5717,5748,5752,5767,5771,5781,5786,5795,5827,5857,5858,5860,5864,5895,5899,5926,5961,6052,6088,6203,6206,6231,6237,6577,6580,6610,6616,6727,6733,6739,6748,6755,6764,6797,6812,6851,6881,6919,6931,6988,7012,7057,7060,7211,7214,7219,7228,7267,7276,7310,7324,7331,7394,7435,7443,7468,7528,7570,7576,7730,7736,7761,7764,7814,7817,7828,7832,7942,7945,7953,7954,8311,8315,8317,8318,8367,8379,8381,8399,8407,8414,8495,8503,8510,8527,8539,8541,8599,8603,8605,8606,8819,8828,8875,8946,9006,9080,9331,9340,9415,9457,9549,9588,9751,9755,9757,9758,9779,9788,9811,9820,9897,9900,9905,9926,9932,9938,10019,10022,10036,10051,10057,10072,10411,10439,10470,10473,10645,10650,10676,10712,10767,10779,10781,10795,10857,10860,10865,10891,10984,10992,11043,11052,11112,11139,11153,11184,11279,11287,11294,11335,11366,11372,11378,11399,11492,11504,11587,11596,11620,11651,11666,11728,11826,11857,11910,11913,11944,11952,11972,11984,12066,12097,12161,12162,12590,12621,12646,12649,12693,12698,12721,12754,12815,12823,12830,12846,12899,12902,12916,12963,12972,13026,13070,13154,13168,13196,13204,13232,13327,13339,13341,13389,13411,13417,13432,13507,13516,13537,13581,13665,13680,13708,13720,13776,13880,13908,13992,14020,14086,14089,14114,14128,14145,14160,14212,14216,14359,14363,14365,14366,14485,14490,14499,14513,14531,14546,14561,14562,14613,14618,14636,14644,14668,14680,14692,14696,14753,14756,14786,14792,14996,15024,15121,15152,15233,15236,15512,15568,15634,15696,15746,15752
92,144,47,55,61,79,91,94,103,107,109,110,151,155,167,179,181,203,211,218,229,234,285,286,301,309,316,334,346,348,357,362,421,458,481,482,484,488,527,535,541,611,620,675,737,812,868,1039,1051,1054,1123,1132,1219,1250,1356,1384,1543,1547,1549,1550,1571,1580,1603,1612,1633,1634,1636,1640,2071,2075,2211,2243,2567,2579,2581,2595,2691,2721,3083,3091,3098,3139,3203,3266,3589,3594,3617,3650,4125,4126,4396,4428,4621,4629,4636,4652,4876,4900,5134,5146,5148,5196,5388,5448,5637,5642,5668,5704,6661,7178,7681,7682,7684,7688,8417,8418,8548,8552,8801,8804,8865,8928,8996,9056,9314,9320,9410,9440,9544,9568,9761,9764,9794,9800,10785,11330,11777,11778,11808,11840,12836,13384,13828,13832,13856,13888
93,168,730,858,970,1205,1333,1445,1649,1650,1652,1656,1677,1678,1708,1740,1799,1803,1827,1859,2157,2158,2349,2364,2382,2396,2405,2410,2532,2536,2645,2668,2729,2823,2835,2851,2860,2916,2947,3130,3180,3270,3339,3347,3395,3404,3432,3459,3845,3850,3873,3906,4199,4203,4263,4275,4299,4307,4325,4330,4577,4578,4693,4707,4749,4764,4771,4780,4833,4902,5004,5178,5219,5262,5276,5315,5324,5346,5449,5516,5765,5770,5796,5832,6307,6339,6444,6476,6545,6546,6548,6552,6725,7210,7812,7816,7937,7938,8239,8247,8253,8271,8283,8286,8343,8347,8477,8478,8719,8727,8733,8817,8820,8873,8944,8998,9072,9231,9243,9246,9330,9336,9414,9456,9545,9584,9777,9780,9810,9816,10263,10267,10596,10600,10641,10642,10672,10704,10793,11334,11824,11856,12033,12034,12317,12318,12513,12514,12692,12696,12720,12752,12838,13385,13872,13904,13956,13960,14481,14482,14612,14616,14752,14784,14992,15120,15232,15504,15632,15744
94,168,119,123,125,126,175,187,189,207,215,222,237,238,245,250,303,311,318,335,347,349,359,363,373,378,407,411,413,414,423,429,435,444,459,462,467,476,486,489,497,498,500,504,1559,1563,1565,1566,1699,1731,1761,1762,1836,1868,1892,1896,2575,2587,2589,2659,2755,2785,3087,3095,3102,3171,3235,3298,3597,3598,3605,3610,3681,3682,3745,3778,4623,4631,4638,4716,4940,4964,5135,5147,5149,5228,5420,5480,5639,5643,5653,5658,5732,5736,5924,5960,6167,6171,6173,6174,6663,6669,6675,6684,7179,7182,7187,7196,7686,7689,7697,7698,7700,7704,8803,8812,8867,8930,9004,9064,9315,9324,9411,9441,9548,9572,9763,9772,9795,9804,9889,9922,10020,10056,10403,10435,10465,10466,10787,10849,10883,10976,11331,11362,11395,11488,11810,11841,11905,11906,11936,11968,12588,12620,12644,12648,12844,12900,13068,13152,13388,13416,13580,13664,13864,13892,14084,14088,14112,14144
95,216,2938,3022,3036,3064,3445,3501,3516,3572,3898,3925,3953,3954,3956,3960,3981,3982,4009,4012,4038,4044,4858,5067,5075,5106,5365,5543,5555,5617,5818,5845,5873,5874,5876,5880,6023,6027,6051,6054,6083,6089,6381,6382,6503,6507,6630,6633,6861,6876,6889,6892,6983,6995,7011,7014,7107,7116,7121,7122,7124,7128,7342,7356,7398,7404,7467,7475,7523,7529,7587,7596,7601,7602,7604,7608,7864,7892,7986,8017,8070,8073,8926,9051,9115,9118,9405,9527,9623,9629,9885,9886,9913,9916,9942,9948,10007,10011,10035,10038,10067,10073,10365,10366,10543,10558,10575,10589,10845,10873,10876,11000,11023,11035,11051,11054,11128,11147,11161,11162,11192,11224,11326,11382,11388,11508,11535,11543,11591,11597,11636,11655,11669,11670,11700,11732,11960,11988,12082,12113,12166,12169,12407,12411,12463,12475,12495,12503,12887,12915,12918,12943,12958,12971,12974,13042,13170,13198,13206,13210,13234,13266,13371,13427,13433,13455,13469,13511,13517,13553,13681,13709,13717,13721,13745,13777,14008,14036,14130,14161,14214,14217,14395,14398,14423,14429,14507,14521,14522,14535,14549,14550,14566,14569,14638,14646,14650,14669,14677,14681,14694,14697,14758,14761,14790,14793,15032,15060,15154,15185,15238,15241,15544,15572,15666,15697,15750,15753
96,48,253,254,375,379,431,443,446,463,471,477,502,505,3613,3614,3809,3810,5655,5659,5988,5992,6671,6683,6686,7183,7191,7197,7702,7705,9891,9923,10028,10060,10851,10947,10978,11363,11427,11489,11938,11969,12908,13132,13160,13420,13612,13668,14120,14148
97,56,63,95,159,231,235,243,287,365,366,380,437,474,483,492,543,739,876,1055,1251,1388,2079,2275,3591,3595,3603,3619,3651,3715,4127,4460,5645,5646,5660,5676,5708,5900,6677,7194,7683,7692,8419,8556,9825,9826,9828,9832,9952,10080,10913,11458,11779,11872,13092,13640,13836,13920
98,64,986,1461,2413,2414,2428,2540,2924,3436,3847,3851,3859,3875,3907,3971,4327,4331,4339,4579,4835,5347,5773,5774,5788,5804,5836,6028,6371,6508,6741,7226,7820,7939,8255,8287,8351,8479,8735,9247,9841,9842,9844,9848,9968,10096,10271,10604,10921,11462,11888,12035,12319,12515,13094,13641,13936,13964,14737,14738,14740,14744,14768,14800,15248,15760
99,84,591,619,622,663,691,797,828,993,996,1071,1127,1133,1179,1235,1310,1372,1506,1512,1579,1582,1607,1613,1638,1641,2103,2139,2215,2229,2251,2266,2611,2695,2709,2737,3155,3211,3226,3282,4157,4190,4397,4405,4430,4442,4668,4877,4885,4916,5212,5390,5402,5464,7713,7716,7746,7752,8421,8426,8549,8554,8613,8650,8932,9057,9121,9124,9448,9570,9666,9672,11781,11786,11812,11848,13829,13834,13857,13890,14853,14881,14884,15370,15426,15432
100,96,1654,1657,1710,1741,1835,1863,2670,2745,2773,2778,2867,2876,2951,3044,3181,3253,3258,3286,3411,3420,3467,3560,4715,4787,4796,4918,4949,4954,5005,5089,5223,5331,5340,5429,5434,5465,5518,5602,6311,6347,6445,6478,6550,6553,7844,7880,7969,8002,8783,8855,8948,8989,9073,9126,9129,9162,9263,9371,9464,9502,9586,9637,9670,9673,10295,10331,10597,10602,10674,10705,11828,11864,12037,12042,12349,12382,12517,12522,12728,12756,13873,13906,13957,13962,14886,14889,14917,14994,15128,15296,15402,15430,15433,15505,15636,15776
101,384,635,638,699,719,727,750,830,847,861,875,919,925,947,956,998,1001,1009,1012,1143,1149,1199,1211,1239,1261,1327,1342,1373,1383,1435,1438,1491,1500,1510,1513,1522,1528,1595,1598,1623,1629,1687,1691,1707,1715,1735,1747,1766,1769,1821,1822,1838,1852,1869,1884,1894,1897,2017,2018,2020,2024,2167,2171,2223,2237,2255,2270,2293,2298,2359,2395,2461,2462,2471,2507,2545,2546,2619,2639,2651,2667,2675,2703,2717,2759,2763,2801,2845,2965,2993,3041,3119,3127,3159,3175,3187,3215,3230,3239,3243,3314,3358,3482,3538,3554,3630,3661,3686,3689,3733,3738,3761,3794,4221,4222,4285,4318,4399,4407,4431,4443,4469,4474,4503,4507,4525,4558,4596,4600,4670,4687,4702,4718,4732,4759,4879,4887,4941,4942,4980,5013,5044,5092,5167,5181,5213,5229,5244,5275,5391,5403,5421,5422,5496,5530,5592,5608,5675,5703,5734,5737,5909,5914,5940,5976,6199,6205,6235,6238,6301,6302,6325,6362,6423,6427,6453,6490,6707,6716,6791,6833,6925,6964,7251,7260,7307,7378,7438,7512,7718,7721,7729,7732,7750,7753,7762,7768,7777,7778,7780,7784,7825,7826,7841,7874,7956,7960,7972,8008,8429,8430,8437,8442,8551,8555,8565,8570,8615,8621,8627,8636,8651,8654,8659,8668,8811,8814,8883,8934,8938,8940,9020,9059,9065,9066,9123,9132,9137,9140,9319,9325,9427,9445,9449,9452,9564,9571,9573,9574,9667,9676,9682,9688,9771,9774,9799,9805,10145,10148,10178,10184,10407,10421,10443,10458,10469,10474,10481,10482,10659,10661,10691,10698,10803,10887,10901,10980,11105,11172,11347,11403,11418,11496,11618,11720,11789,11790,11797,11802,11814,11818,11820,11845,11849,11852,11909,11914,11921,11922,11940,11976,12068,12104,12192,12224,12589,12597,12622,12634,12645,12650,12660,12664,12709,12716,12746,12748,12860,13028,13069,13077,13153,13217,13404,13544,13582,13594,13666,13762,13831,13835,13845,13850,13859,13865,13866,13891,13893,13894,13985,14018,14085,14090,14100,14104,14113,14146,14240,14272,14855,14861,14867,14876,14883,14892,14897,14900,14945,14948,14979,14981,15012,15072,15109,15116,15137,15200,15371,15374,15379,15388,15427,15436,15442,15448,15458,15464,15491,15498,15560,15584,15626,15628,15682,15712
102,216,1943,1947,1949,1950,1971,1980,2003,2012,2033,2034,2036,2040,2895,2907,2909,2923,3019,3049,3375,3383,3390,3431,3495,3558,3886,3917,3942,3945,3989,3994,4017,4050,4815,4823,4830,4846,5070,5094,5295,5307,5309,5357,5549,5609,5803,5831,5862,5865,6037,6042,6068,6104,6263,6267,6269,6270,6389,6394,6517,6522,6641,6642,6644,6648,6771,6780,6855,6897,6989,7028,7283,7292,7339,7410,7470,7544,7793,7794,7796,7800,7849,7878,7974,8009,8081,8082,8084,8088,8827,8830,8891,8954,9022,9082,9335,9341,9431,9461,9565,9589,9787,9790,9815,9821,10161,10164,10194,10200,10415,10429,10447,10462,10477,10478,10653,10654,10669,10684,10702,10716,10811,10895,10909,10988,11113,11180,11351,11407,11422,11500,11622,11724,11834,11861,11917,11918,11948,11980,12070,12105,12177,12178,12208,12240,12591,12599,12623,12635,12647,12651,12695,12699,12711,12723,12747,12755,12862,13030,13071,13079,13155,13219,13405,13545,13583,13595,13667,13763,13882,13909,13993,14022,14087,14091,14115,14147,14228,14232,14256,14288,14493,14494,14577,14578,14615,14619,14708,14712,14755,14764,14787,14796,14961,14964,14989,15004,15020,15088,15111,15123,15139,15216,15235,15244,15474,15480,15502,15516,15564,15600,15627,15635,15683,15728,15747,15756
103,240,3958,3961,4014,4025,4026,4028,4045,4053,4054,4060,4084,4088,5878,5881,6059,6067,6070,6074,6087,6099,6101,6105,6129,6130,6894,6905,6906,6908,7019,7027,7030,7034,7111,7115,7117,7118,7126,7129,7142,7145,7154,7160,7405,7413,7414,7420,7527,7539,7541,7545,7591,7595,7597,7598,7606,7609,7654,7657,7665,7668,7924,7928,8049,8050,8102,8105,8114,8120,8134,8137,8145,8148,9918,9949,10043,10071,10135,10139,10141,10142,10166,10169,10198,10201,10878,10973,10974,11004,11067,11070,11087,11099,11101,11129,11130,11151,11166,11182,11194,11214,11225,11228,11389,11453,11454,11516,11567,11575,11582,11607,11613,11637,11638,11663,11677,11693,11702,11708,11725,11733,11964,11996,12086,12090,12117,12121,12173,12174,12182,12185,12216,12244,12923,12987,12990,13007,13015,13022,13046,13050,13143,13147,13171,13199,13211,13227,13242,13259,13267,13270,13431,13487,13499,13501,13527,13533,13557,13561,13623,13627,13683,13711,13719,13735,13747,13753,13767,13781,14009,14010,14037,14038,14131,14163,14215,14219,14230,14233,14258,14289,14455,14459,14461,14462,14511,14526,14543,14557,14573,14574,14582,14585,14639,14651,14671,14679,14695,14699,14710,14713,14763,14766,14791,14797,14966,14969,15022,15034,15053,15062,15068,15096,15147,15162,15175,15187,15193,15218,15243,15246,15302,15305,15478,15481,15534,15545,15548,15565,15573,15604,15659,15667,15670,15687,15701,15729,15751,15757,15782,15785
104,72,1723,1751,1854,1885,2022,2025,2683,2767,2973,3057,3191,3247,3486,3570,4734,4943,5015,5108,5245,5423,5531,5624,6333,6366,6455,6491,7782,7785,7857,7890,7988,8024,8942,9067,9139,9148,9453,9575,9683,9692,10485,10490,10663,10699,11822,11853,11925,11930,12196,12232,12661,12666,12717,12750,13867,13895,14101,14106,14241,14274,14899,14908,14983,15076,15117,15201,15443,15452,15499,15592,15630,15714
105,240,1979,1982,2007,2013,2038,2041,2939,3023,3037,3065,3447,3503,3518,3574,3902,3933,3997,3998,4070,4073,4081,4082,4862,5071,5079,5110,5373,5551,5563,5625,5819,5847,6039,6043,6118,6121,6132,6136,6397,6398,6519,6523,6646,6649,6779,6782,6863,6878,6991,7003,7153,7156,7287,7293,7343,7357,7471,7479,7666,7672,7798,7801,7865,7894,7910,7913,7921,7922,7990,8025,8038,8041,8052,8056,8086,8089,8113,8116,8146,8152,8958,9083,9147,9150,9469,9591,9687,9693,9915,9943,10046,10077,10163,10172,10195,10204,10493,10494,10671,10686,10703,10717,10875,10959,10990,11002,11115,11165,11196,11211,11383,11439,11501,11509,11623,11678,11687,11740,11838,11869,11933,11934,11950,11962,11981,11989,12078,12109,12181,12186,12198,12204,12210,12212,12233,12236,12241,12248,12663,12667,12719,12731,12751,12759,12926,13038,13135,13163,13178,13207,13235,13262,13437,13549,13615,13671,13685,13723,13741,13779,13883,13911,13995,14023,14103,14107,14123,14138,14151,14165,14229,14234,14243,14249,14257,14264,14275,14278,14290,14292,14525,14558,14581,14586,14647,14683,14709,14714,14759,14765,14795,14798,14907,14910,14963,14972,14991,15006,15036,15047,15078,15084,15090,15092,15119,15131,15155,15181,15203,15209,15217,15224,15239,15245,15299,15308,15447,15453,15475,15484,15503,15517,15531,15580,15593,15596,15601,15608,15631,15639,15662,15699,15715,15718,15730,15732,15755,15758,15779,15788
106,12,8182,8185,12222,12253,14267,14295,15102,15227,15311,15613,15735,15791
107,96,607,671,747,755,799,878,892,995,1004,1087,1183,1255,1267,1311,1389,1404,1507,1516,2111,2143,2279,2283,2335,2485,2522,2531,3627,3635,3655,3667,3719,3723,4159,4191,4255,4461,4462,4533,4570,4588,5678,5692,5709,5724,5901,5902,6805,6933,7322,7450,7715,7724,7747,7756,7811,7948,8423,8427,8435,8557,8558,8572,8629,8666,9830,9833,9956,9960,10081,10082,10929,11169,11474,11714,11783,11787,11795,11876,11880,12128,13108,13220,13656,13768,13837,13838,13852,13921,13922,14048,14869,15009,15140,15386,15554,15688
108,108,2926,2940,3034,3052,3437,3452,3509,3564,3883,3891,3911,3923,3975,3979,4843,4851,5082,5091,5351,5363,5557,5603,5806,5820,5837,5852,6029,6030,6375,6379,6509,6510,6627,6636,6869,6997,7354,7482,7852,7884,7971,8003,8067,8076,8799,8863,8991,9178,9279,9375,9503,9653,9846,9849,9972,9976,10097,10098,10303,10335,10527,10605,10606,10620,10937,11177,11478,11718,11892,11896,12039,12043,12051,12144,12351,12383,12447,12519,12523,12531,13110,13222,13657,13769,13937,13938,13965,13966,13980,14064,14742,14745,14770,14776,14801,14804,14933,15017,15142,15250,15256,15312,15418,15558,15689,15761,15764,15792
109,28,111,183,219,317,350,485,490,1551,1635,1644,2583,2723,3099,3267,4637,4908,5150,5452,7685,7690,8929,9060,9442,9576,11809,11842,13860,13896
110,96,731,862,1002,1207,1341,1509,1651,1660,1679,1772,1807,1891,2159,2365,2398,2533,2538,2647,2731,2839,2979,3131,3271,3355,3523,3692,4207,4279,4315,4581,4586,4701,4765,4910,5036,5182,5278,5453,5580,5731,6549,6554,6819,6956,7363,7500,7722,7749,7813,7818,7941,7946,8303,8375,8411,8509,8542,8937,8945,9062,9076,9446,9458,9577,9592,9743,10673,10706,10775,11108,11291,11624,11817,11825,11846,11858,12065,12098,12724,12760,12829,13025,13342,13538,13862,13876,13897,13912,13988,14024,14993,15124,15264,15506,15640,15808
