#quick,cg_local
16384
7255,87
7256,59
7257,26
7258,132
7259,136
7260,101
7261,87
7262,136
7263,140
7264,62
7265,38
7266,86
7267,91
7268,38
7269,23
7270,56
7271,80
7272,86
7273,56
7274,122
7275,123
7276,91
7277,80
7278,123
7279,124
7280,63
7281,53
7282,60
7283,102
7284,53
7285,27
7286,27
7287,105
7288,60
7289,27
7290,133
7291,137
7292,102
7293,105
7294,137
7295,141
7296,50
7297,52
7298,70
7299,81
7300,11
7301,18
7302,71
7303,82
7304,66
7305,38
7306,81
7307,101
7308,55
7309,76
7310,91
7311,87
7312,66
7313,40
7314,81
7315,129
7316,71
7317,82
7318,82
7319,131
7320,15
7321,26
7322,107
7323,136
7324,91
7325,87
7326,114
7327,140
7328,4
7329,38
7330,71
7331,91
7332,14
7333,23
7334,5
7335,80
7336,68
7337,53
7338,57
7339,102
7340,16
7341,27
7342,95
7343,105
7344,68
7345,56
7346,57
7347,123
7348,5
7349,80
7350,22
7351,124
7352,16
7353,27
7354,108
7355,137
7356,95
7357,105
7358,115
7359,141
7360,52
7361,18
7362,81
7363,110
7364,37
7365,19
7366,57
7367,83
7368,40
7369,23
7370,129
7371,135
7372,57
7373,22
7374,123
7375,124
7376,38
7377,23
7378,101
7379,135
7380,5
7381,22
7382,80
7383,124
7384,26
7385,29
7386,136
7387,145
7388,80
7389,88
7390,138
7391,147
7392,38
7393,76
7394,91
7395,113
7396,5
7397,22
7398,95
7399,115
7400,56
7401,27
7402,123
7403,137
7404,95
7405,103
7406,130
7407,139
7408,53
7409,27
7410,102
7411,137
7412,72
7413,103
7414,103
7415,139
7416,27
7417,30
7418,137
7419,146
7420,103
7421,31
7422,139
7423,148
7424,50
7425,11
7426,66
7427,55
7428,52
7429,18
7430,38
7431,76
7432,70
7433,71
7434,81
7435,91
7436,81
7437,82
7438,101
7439,87
7440,66
7441,71
7442,15
7443,91
7444,40
7445,82
7446,26
7447,87
7448,81
7449,82
7450,107
7451,114
7452,129
7453,131
7454,136
7455,140
7456,4
7457,14
7458,68
7459,16
7460,38
7461,23
7462,53
7463,27
7464,71
7465,5
7466,57
7467,95
7468,91
7469,80
7470,102
7471,105
7472,68
7473,5
7474,16
7475,95
7476,56
7477,80
7478,27
7479,105
7480,57
7481,22
7482,108
7483,115
7484,123
7485,124
7486,137
7487,141
7488,52
7489,37
7490,40
7491,57
7492,18
7493,19
7494,23
7495,22
7496,81
7497,57
7498,129
7499,123
7500,110
7501,83
7502,135
7503,124
7504,38
7505,5
7506,26
7507,80
7508,23
7509,22
7510,29
7511,88
7512,101
7513,80
7514,136
7515,138
7516,135
7517,124
7518,145
7519,147
7520,38
7521,5
7522,56
7523,95
7524,76
7525,22
7526,27
7527,103
7528,91
7529,95
7530,123
7531,130
7532,113
7533,115
7534,137
7535,139
7536,53
7537,72
7538,27
7539,103
7540,27
7541,103
7542,30
7543,31
7544,102
7545,103
7546,137
7547,139
7548,137
7549,139
7550,146
7551,148
7552,11
7553,37
7554,71
7555,57
7556,37
7557,19
7558,5
7559,22
7560,71
7561,5
7562,82
7563,80
7564,57
7565,22
7566,80
7567,88
7568,55
7569,57
7570,91
7571,123
7572,57
7573,83
7574,80
7575,124
7576,91
7577,80
7578,114
7579,138
7580,123
7581,124
7582,138
7583,147
7584,14
7585,5
7586,5
7587,95
7588,5
7589,22
7590,72
7591,103
7592,5
7593,72
7594,22
7595,103
7596,95
7597,103
7598,103
7599,31
7600,16
7601,95
7602,95
7603,130
7604,95
7605,115
7606,103
7607,139
7608,95
7609,103
7610,115
7611,139
7612,130
7613,139
7614,139
7615,148
7616,18
7617,19
7618,82
7619,83
7620,19
7621,20
7622,22
7623,111
7624,82
7625,22
7626,131
7627,124
7628,83
7629,111
7630,124
7631,125
7632,76
7633,22
7634,87
7635,124
7636,22
7637,111
7638,88
7639,125
7640,87
7641,88
7642,140
7643,147
7644,124
7645,125
7646,147
7647,151
7648,23
7649,22
7650,80
7651,115
7652,22
7653,111
7654,103
7655,117
7656,80
7657,103
7658,124
7659,139
7660,115
7661,117
7662,139
7663,142
7664,27
7665,103
7666,105
7667,139
7668,103
7669,117
7670,31
7671,142
7672,105
7673,31
7674,141
7675,148
7676,139
7677,142
7678,148
7679,152
7680,89
7681,92
7682,92
7683,97
7684,92
7685,109
7686,94
7687,112
7688,92
7689,94
7690,109
7691,112
7692,97
7693,112
7694,112
7695,118
7696,90
7697,94
7698,94
7699,112
7700,94
7701,112
7702,96
7703,118
7704,94
7705,96
7706,112
7707,118
7708,112
7709,118
7710,118
7711,120
7712,58
7713,99
7714,81
7715,107
7716,99
7717,134
7718,101
7719,136
7720,81
7721,101
7722,110
7723,114
7724,107
7725,136
7726,114
7727,140
7728,86
7729,101
7730,91
7731,114
7732,101
7733,136
7734,87
7735,140
7736,91
7737,87
7738,113
7739,84
7740,114
7741,140
7742,84
7743,143
7744,58
7745,81
7746,99
7747,107
7748,81
7749,110
7750,101
7751,114
7752,99
7753,101
7754,134
7755,136
7756,107
7757,114
7758,136
7759,140
7760,86
7761,91
7762,101
7763,114
7764,91
7765,113
7766,87
7767,84
7768,101
7769,87
7770,136
7771,140
7772,114
7773,84
7774,140
7775,143
7776,59
7777,101
7778,101
7779,114
7780,101
7781,135
7782,104
7783,138
7784,101
7785,104
7786,135
7787,138
7788,114
7789,138
7790,138
7791,147
7792,60
7793,102
7794,102
7795,116
7796,102
7797,137
7798,105
7799,141
7800,102
7801,105
7802,137
7803,141
7804,116
7805,141
7806,141
7807,150
7808,79
7809,81
7810,81
7811,107
7812,93
7813,110
7814,91
7815,114
7816,93
7817,91
7818,110
7819,114
7820,98
7821,113
7822,113
7823,84
7824,86
7825,101
7826,101
7827,136
7828,91
7829,114
7830,87
7831,140
7832,91
7833,87
7834,114
7835,140
7836,113
7837,84
7838,84
7839,143
7840,40
7841,101
7842,82
7843,114
7844,100
7845,135
7846,80
7847,138
7848,57
7849,102
7850,83
7851,116
7852,108
7853,137
7854,115
7855,141
7856,56
7857,104
7858,80
7859,138
7860,80
7861,138
7862,88
7863,147
7864,95
7865,105
7866,115
7867,141
7868,115
7869,141
7870,119
7871,150
7872,40
7873,82
7874,101
7875,114
7876,57
7877,83
7878,102
7879,116
7880,100
7881,80
7882,135
7883,138
7884,108
7885,115
7886,137
7887,141
7888,56
7889,80
7890,104
7891,138
7892,95
7893,115
7894,105
7895,141
7896,80
7897,88
7898,138
7899,147
7900,115
7901,119
7902,141
7903,150
7904,26
7905,87
7906,87
7907,84
7908,80
7909,124
7910,105
7911,141
7912,80
7913,105
7914,124
7915,141
7916,115
7917,139
7918,139
7919,148
7920,27
7921,105
7922,105
7923,141
7924,103
7925,139
7926,31
7927,148
7928,103
7929,31
7930,139
7931,148
7932,117
7933,142
7934,142
7935,152
7936,79
7937,93
7938,93
7939,98
7940,81
7941,110
7942,91
7943,113
7944,81
7945,91
7946,110
7947,113
7948,107
7949,114
7950,114
7951,84
7952,86
7953,91
7954,91
7955,113
7956,101
7957,114
7958,87
7959,84
7960,101
7961,87
7962,114
7963,84
7964,136
7965,140
7966,140
7967,143
7968,40
7969,100
7970,57
7971,108
7972,101
7973,135
7974,102
7975,137
7976,82
7977,80
7978,83
7979,115
7980,114
7981,138
7982,116
7983,141
7984,56
7985,80
7986,95
7987,115
7988,104
7989,138
7990,105
7991,141
7992,80
7993,88
7994,115
7995,119
7996,138
7997,147
7998,141
7999,150
8000,40
8001,57
8002,100
8003,108
8004,82
8005,83
8006,80
8007,115
8008,101
8009,102
8010,135
8011,137
8012,114
8013,116
8014,138
8015,141
8016,56
8017,95
8018,80
8019,115
8020,80
8021,115
8022,88
8023,119
8024,104
8025,105
8026,138
8027,141
8028,138
8029,141
8030,147
8031,150
8032,26
8033,80
8034,80
8035,115
8036,87
8037,124
8038,105
8039,139
8040,87
8041,105
8042,124
8043,139
8044,84
8045,141
8046,141
8047,148
8048,27
8049,103
8050,103
8051,117
8052,105
8053,139
8054,31
8055,142
8056,105
8057,31
8058,139
8059,142
8060,141
8061,148
8062,148
8063,152
8064,21
8065,57
8066,57
8067,108
8068,57
8069,83
8070,95
8071,115
8072,57
8073,95
8074,83
8075,115
8076,108
8077,115
8078,115
8079,119
8080,60
8081,102
8082,102
8083,137
8084,102
8085,116
8086,105
8087,141
8088,102
8089,105
8090,116
8091,141
8092,137
8093,141
8094,141
8095,150
8096,23
8097,80
8098,22
8099,115
8100,80
8101,124
8102,103
8103,139
8104,22
8105,103
8106,111
8107,117
8108,115
8109,139
8110,117
8111,142
8112,27
8113,105
8114,103
8115,139
8116,105
8117,141
8118,31
8119,148
8120,103
8121,31
8122,117
8123,142
8124,139
8125,148
8126,142
8127,152
8128,23
8129,22
8130,80
8131,115
8132,22
8133,111
8134,103
8135,117
8136,80
8137,103
8138,124
8139,139
8140,115
8141,117
8142,139
8143,142
8144,27
8145,103
8146,105
8147,139
8148,103
8149,117
8150,31
8151,142
8152,105
8153,31
8154,141
8155,148
8156,139
8157,142
8158,148
8159,152
8160,29
8161,88
8162,88
8163,119
8164,88
8165,125
8166,31
8167,142
8168,88
8169,31
8170,125
8171,142
8172,119
8173,142
8174,142
8175,149
8176,30
8177,31
8178,31
8179,142
8180,31
8181,142
8182,106
8183,149
8184,31
8185,106
8186,142
8187,149
8188,142
8189,149
8190,149
8191,153
8192,33
8193,1
8194,1
8195,48
8196,1
8197,3
8198,43
8199,51
8200,1
8201,43
8202,3
8203,51
8204,48
8205,51
8206,51
8207,74
8208,34
8209,43
8210,43
8211,51
8212,43
8213,51
8214,46
8215,74
8216,43
8217,46
8218,51
8219,74
8220,51
8221,74
8222,74
8223,78
8224,42
8225,35
8226,8
8227,65
8228,35
8229,39
8230,50
8231,79
8232,8
8233,50
8234,7
8235,66
8236,65
8237,79
8238,66
8239,93
8240,43
8241,50
8242,6
8243,66
8244,50
8245,79
8246,11
8247,93
8248,6
8249,11
8250,10
8251,55
8252,66
8253,93
8254,55
8255,98
8256,42
8257,8
8258,35
8259,65
8260,8
8261,7
8262,50
8263,66
8264,35
8265,50
8266,39
8267,79
8268,65
8269,66
8270,79
8271,93
8272,43
8273,6
8274,50
8275,66
8276,6
8277,10
8278,11
8279,55
8280,50
8281,11
8282,79
8283,93
8284,66
8285,55
8286,93
8287,98
8288,64
8289,67
8290,67
8291,54
8292,67
8293,58
8294,70
8295,81
8296,67
8297,70
8298,58
8299,81
8300,54
8301,81
8302,81
8303,110
8304,51
8305,66
8306,66
8307,15
8308,66
8309,86
8310,71
8311,91
8312,66
8313,71
8314,86
8315,91
8316,15
8317,91
8318,91
8319,113
8320,1
8321,8
8322,8
8323,65
8324,2
8325,7
8326,6
8327,66
8328,2
8329,6
8330,7
8331,66
8332,0
8333,10
8334,10
8335,55
8336,43
8337,50
8338,50
8339,79
8340,6
8341,66
8342,11
8343,93
8344,6
8345,11
8346,66
8347,93
8348,10
8349,55
8350,55
8351,98
8352,35
8353,67
8354,12
8355,54
8356,36
8357,58
8358,52
8359,81
8360,7
8361,66
8362,13
8363,15
8364,62
8365,86
8366,38
8367,91
8368,50
8369,70
8370,52
8371,81
8372,52
8373,81
8374,18
8375,110
8376,4
8377,71
8378,38
8379,91
8380,38
8381,91
8382,76
8383,113
8384,35
8385,12
8386,67
8387,54
8388,7
8389,13
8390,66
8391,15
8392,36
8393,52
8394,58
8395,81
8396,62
8397,38
8398,86
8399,91
8400,50
8401,52
8402,70
8403,81
8404,4
8405,38
8406,71
8407,91
8408,52
8409,18
8410,81
8411,110
8412,38
8413,76
8414,91
8415,113
8416,89
8417,92
8418,92
8419,97
8420,58
8421,99
8422,81
8423,107
8424,58
8425,81
8426,99
8427,107
8428,59
8429,101
8430,101
8431,114
8432,79
8433,81
8434,81
8435,107
8436,40
8437,101
8438,82
8439,114
8440,40
8441,82
8442,101
8443,114
8444,26
8445,87
8446,87
8447,84
8448,1
8449,2
8450,2
8451,0
8452,8
8453,7
8454,6
8455,10
8456,8
8457,6
8458,7
8459,10
8460,65
8461,66
8462,66
8463,55
8464,43
8465,6
8466,6
8467,10
8468,50
8469,66
8470,11
8471,55
8472,50
8473,11
8474,66
8475,55
8476,79
8477,93
8478,93
8479,98
8480,35
8481,36
8482,7
8483,62
8484,67
8485,58
8486,66
8487,86
8488,12
8489,52
8490,13
8491,38
8492,54
8493,81
8494,15
8495,91
8496,50
8497,52
8498,4
8499,38
8500,70
8501,81
8502,71
8503,91
8504,52
8505,18
8506,38
8507,76
8508,81
8509,110
8510,91
8511,113
8512,35
8513,7
8514,36
8515,62
8516,12
8517,13
8518,52
8519,38
8520,67
8521,66
8522,58
8523,86
8524,54
8525,15
8526,81
8527,91
8528,50
8529,4
8530,52
8531,38
8532,52
8533,38
8534,18
8535,76
8536,70
8537,71
8538,81
8539,91
8540,81
8541,91
8542,110
8543,113
8544,89
8545,58
8546,58
8547,59
8548,92
8549,99
8550,81
8551,101
8552,92
8553,81
8554,99
8555,101
8556,97
8557,107
8558,107
8559,114
8560,79
8561,40
8562,40
8563,26
8564,81
8565,101
8566,82
8567,87
8568,81
8569,82
8570,101
8571,87
8572,107
8573,114
8574,114
8575,84
8576,3
8577,7
8578,7
8579,62
8580,7
8581,13
8582,4
8583,38
8584,7
8585,4
8586,13
8587,38
8588,62
8589,38
8590,38
8591,76
8592,51
8593,66
8594,66
8595,86
8596,66
8597,15
8598,71
8599,91
8600,66
8601,71
8602,15
8603,91
8604,86
8605,91
8606,91
8607,113
8608,39
8609,58
8610,24
8611,59
8612,58
8613,99
8614,40
8615,101
8616,24
8617,40
8618,25
8619,26
8620,59
8621,101
8622,26
8623,87
8624,79
8625,81
8626,40
8627,101
8628,81
8629,107
8630,82
8631,114
8632,40
8633,82
8634,26
8635,87
8636,101
8637,114
8638,87
8639,84
8640,39
8641,24
8642,58
8643,59
8644,24
8645,25
8646,40
8647,26
8648,58
8649,40
8650,99
8651,101
8652,59
8653,26
8654,101
8655,87
8656,79
8657,40
8658,81
8659,101
8660,40
8661,26
8662,82
8663,87
8664,81
8665,82
8666,107
8667,114
8668,101
8669,87
8670,114
8671,84
8672,126
8673,128
8674,128
8675,132
8676,128
8677,134
8678,129
8679,136
8680,128
8681,129
8682,134
8683,136
8684,132
8685,136
8686,136
8687,140
8688,127
8689,129
8690,129
8691,136
8692,129
8693,136
8694,131
8695,140
8696,129
8697,131
8698,136
8699,140
8700,136
8701,140
8702,140
8703,143
8704,42
8705,35
8706,8
8707,65
8708,35
8709,39
8710,50
8711,79
8712,8
8713,50
8714,7
8715,66
8716,65
8717,79
8718,66
8719,93
8720,43
8721,50
8722,6
8723,66
8724,50
8725,79
8726,11
8727,93
8728,6
8729,11
8730,10
8731,55
8732,66
8733,93
8734,55
8735,98
8736,64
8737,89
8738,65
8739,90
8740,89
8741,126
8742,79
8743,127
8744,65
8745,79
8746,62
8747,86
8748,90
8749,127
8750,86
8751,122
8752,51
8753,79
8754,10
8755,86
8756,79
8757,127
8758,21
8759,122
8760,10
8761,21
8762,63
8763,60
8764,86
8765,122
8766,60
8767,133
8768,45
8769,12
8770,12
8771,69
8772,12
8773,24
8774,52
8775,40
8776,12
8777,52
8778,24
8779,40
8780,69
8781,40
8782,40
8783,100
8784,46
8785,11
8786,11
8787,71
8788,11
8789,21
8790,37
8791,57
8792,11
8793,37
8794,21
8795,57
8796,71
8797,57
8798,57
8799,108
8800,73
8801,92
8802,54
8803,94
8804,92
8805,128
8806,81
8807,129
8808,54
8809,81
8810,59
8811,101
8812,94
8813,129
8814,101
8815,135
8816,74
8817,93
8818,55
8819,91
8820,93
8821,122
8822,57
8823,123
8824,55
8825,57
8826,60
8827,102
8828,91
8829,123
8830,102
8831,137
8832,8
8833,12
8834,44
8835,69
8836,7
8837,24
8838,4
8839,40
8840,6
8841,11
8842,4
8843,71
8844,10
8845,21
8846,68
8847,57
8848,6
8849,52
8850,4
8851,40
8852,4
8853,40
8854,14
8855,100
8856,9
8857,37
8858,68
8859,57
8860,68
8861,57
8862,16
8863,108
8864,67
8865,92
8866,69
8867,94
8868,58
8869,128
8870,40
8871,129
8872,66
8873,93
8874,38
8875,91
8876,86
8877,122
8878,56
8879,123
8880,66
8881,81
8882,38
8883,101
8884,40
8885,129
8886,23
8887,135
8888,68
8889,57
8890,53
8891,102
8892,56
8893,123
8894,27
8895,137
8896,12
8897,17
8898,69
8899,75
8900,13
8901,25
8902,38
8903,26
8904,52
8905,18
8906,40
8907,82
8908,38
8909,23
8910,56
8911,80
8912,11
8913,18
8914,71
8915,82
8916,14
8917,23
8918,5
8919,80
8920,37
8921,19
8922,57
8923,83
8924,5
8925,22
8926,95
8927,115
8928,92
8929,109
8930,94
8931,112
8932,99
8933,134
8934,101
8935,136
8936,81
8937,110
8938,101
8939,114
8940,101
8941,135
8942,104
8943,138
8944,93
8945,110
8946,91
8947,114
8948,100
8949,135
8950,80
8951,138
8952,57
8953,83
8954,102
8955,116
8956,80
8957,124
8958,105
8959,141
8960,8
8961,7
8962,6
8963,10
8964,12
8965,24
8966,11
8967,21
8968,44
8969,4
8970,4
8971,68
8972,69
8973,40
8974,71
8975,57
8976,6
8977,4
8978,9
8979,68
8980,52
8981,40
8982,37
8983,57
8984,4
8985,14
8986,68
8987,16
8988,40
8989,100
8990,57
8991,108
8992,67
8993,58
8994,66
8995,86
8996,92
8997,128
8998,93
8999,122
9000,69
9001,40
9002,38
9003,56
9004,94
9005,129
9006,91
9007,123
9008,66
9009,40
9010,68
9011,56
9012,81
9013,129
9014,57
9015,123
9016,38
9017,23
9018,53
9019,27
9020,101
9021,135
9022,102
9023,137
9024,12
9025,13
9026,52
9027,38
9028,17
9029,25
9030,18
9031,23
9032,69
9033,38
9034,40
9035,56
9036,75
9037,26
9038,82
9039,80
9040,11
9041,14
9042,37
9043,5
9044,18
9045,23
9046,19
9047,22
9048,71
9049,5
9050,57
9051,95
9052,82
9053,80
9054,83
9055,115
9056,92
9057,99
9058,81
9059,101
9060,109
9061,134
9062,110
9063,135
9064,94
9065,101
9066,101
9067,104
9068,112
9069,136
9070,114
9071,138
9072,93
9073,100
9074,57
9075,80
9076,110
9077,135
9078,83
9079,124
9080,91
9081,80
9082,102
9083,105
9084,114
9085,138
9086,116
9087,141
9088,7
9089,13
9090,4
9091,38
9092,13
9093,25
9094,14
9095,23
9096,4
9097,14
9098,14
9099,5
9100,38
9101,23
9102,5
9103,22
9104,10
9105,38
9106,68
9107,56
9108,38
9109,26
9110,5
9111,80
9112,68
9113,5
9114,16
9115,95
9116,56
9117,80
9118,95
9119,115
9120,58
9121,99
9122,40
9123,101
9124,99
9125,134
9126,100
9127,135
9128,40
9129,100
9130,23
9131,80
9132,101
9133,135
9134,80
9135,124
9136,86
9137,101
9138,56
9139,104
9140,101
9141,136
9142,80
9143,138
9144,56
9145,80
9146,27
9147,105
9148,104
9149,138
9150,105
9151,141
9152,24
9153,25
9154,40
9155,26
9156,25
9157,28
9158,23
9159,29
9160,40
9161,23
9162,100
9163,80
9164,26
9165,29
9166,80
9167,88
9168,21
9169,23
9170,57
9171,80
9172,23
9173,29
9174,22
9175,88
9176,57
9177,22
9178,108
9179,115
9180,80
9181,88
9182,115
9183,119
9184,128
9185,134
9186,129
9187,136
9188,134
9189,144
9190,135
9191,145
9192,129
9193,135
9194,135
9195,138
9196,136
9197,145
9198,138
9199,147
9200,122
9201,135
9202,123
9203,138
9204,135
9205,145
9206,124
9207,147
9208,123
9209,124
9210,137
9211,141
9212,138
9213,147
9214,141
9215,150
9216,42
9217,8
9218,35
9219,65
9220,8
9221,7
9222,50
9223,66
9224,35
9225,50
9226,39
9227,79
9228,65
9229,66
9230,79
9231,93
9232,43
9233,6
9234,50
9235,66
9236,6
9237,10
9238,11
9239,55
9240,50
9241,11
9242,79
9243,93
9244,66
9245,55
9246,93
9247,98
9248,45
9249,12
9250,12
9251,69
9252,12
9253,24
9254,52
9255,40
9256,12
9257,52
9258,24
9259,40
9260,69
9261,40
9262,40
9263,100
9264,46
9265,11
9266,11
9267,71
9268,11
9269,21
9270,37
9271,57
9272,11
9273,37
9274,21
9275,57
9276,71
9277,57
9278,57
9279,108
9280,64
9281,65
9282,89
9283,90
9284,65
9285,62
9286,79
9287,86
9288,89
9289,79
9290,126
9291,127
9292,90
9293,86
9294,127
9295,122
9296,51
9297,10
9298,79
9299,86
9300,10
9301,63
9302,21
9303,60
9304,79
9305,21
9306,127
9307,122
9308,86
9309,60
9310,122
9311,133
9312,73
9313,54
9314,92
9315,94
9316,54
9317,59
9318,81
9319,101
9320,92
9321,81
9322,128
9323,129
9324,94
9325,101
9326,129
9327,135
9328,74
9329,55
9330,93
9331,91
9332,55
9333,60
9334,57
9335,102
9336,93
9337,57
9338,122
9339,123
9340,91
9341,102
9342,123
9343,137
9344,8
9345,44
9346,12
9347,69
9348,6
9349,4
9350,11
9351,71
9352,7
9353,4
9354,24
9355,40
9356,10
9357,68
9358,21
9359,57
9360,6
9361,4
9362,52
9363,40
9364,9
9365,68
9366,37
9367,57
9368,4
9369,14
9370,40
9371,100
9372,68
9373,16
9374,57
9375,108
9376,12
9377,69
9378,17
9379,75
9380,52
9381,40
9382,18
9383,82
9384,13
9385,38
9386,25
9387,26
9388,38
9389,56
9390,23
9391,80
9392,11
9393,71
9394,18
9395,82
9396,37
9397,57
9398,19
9399,83
9400,14
9401,5
9402,23
9403,80
9404,5
9405,95
9406,22
9407,115
9408,67
9409,69
9410,92
9411,94
9412,66
9413,38
9414,93
9415,91
9416,58
9417,40
9418,128
9419,129
9420,86
9421,56
9422,122
9423,123
9424,66
9425,38
9426,81
9427,101
9428,68
9429,53
9430,57
9431,102
9432,40
9433,23
9434,129
9435,135
9436,56
9437,27
9438,123
9439,137
9440,92
9441,94
9442,109
9443,112
9444,81
9445,101
9446,110
9447,114
9448,99
9449,101
9450,134
9451,136
9452,101
9453,104
9454,135
9455,138
9456,93
9457,91
9458,110
9459,114
9460,57
9461,102
9462,83
9463,116
9464,100
9465,80
9466,135
9467,138
9468,80
9469,105
9470,124
9471,141
9472,8
9473,6
9474,7
9475,10
9476,44
9477,4
9478,4
9479,68
9480,12
9481,11
9482,24
9483,21
9484,69
9485,71
9486,40
9487,57
9488,6
9489,9
9490,4
9491,68
9492,4
9493,68
9494,14
9495,16
9496,52
9497,37
9498,40
9499,57
9500,40
9501,57
9502,100
9503,108
9504,12
9505,52
9506,13
9507,38
9508,69
9509,40
9510,38
9511,56
9512,17
9513,18
9514,25
9515,23
9516,75
9517,82
9518,26
9519,80
9520,11
9521,37
9522,14
9523,5
9524,71
9525,57
9526,5
9527,95
9528,18
9529,19
9530,23
9531,22
9532,82
9533,83
9534,80
9535,115
9536,67
9537,66
9538,58
9539,86
9540,69
9541,38
9542,40
9543,56
9544,92
9545,93
9546,128
9547,122
9548,94
9549,91
9550,129
9551,123
9552,66
9553,68
9554,40
9555,56
9556,38
9557,53
9558,23
9559,27
9560,81
9561,57
9562,129
9563,123
9564,101
9565,102
9566,135
9567,137
9568,92
9569,81
9570,99
9571,101
9572,94
9573,101
9574,101
9575,104
9576,109
9577,110
9578,134
9579,135
9580,112
9581,114
9582,136
9583,138
9584,93
9585,57
9586,100
9587,80
9588,91
9589,102
9590,80
9591,105
9592,110
9593,83
9594,135
9595,124
9596,114
9597,116
9598,138
9599,141
9600,7
9601,4
9602,13
9603,38
9604,4
9605,14
9606,14
9607,5
9608,13
9609,14
9610,25
9611,23
9612,38
9613,5
9614,23
9615,22
9616,10
9617,68
9618,38
9619,56
9620,68
9621,16
9622,5
9623,95
9624,38
9625,5
9626,26
9627,80
9628,56
9629,95
9630,80
9631,115
9632,24
9633,40
9634,25
9635,26
9636,40
9637,100
9638,23
9639,80
9640,25
9641,23
9642,28
9643,29
9644,26
9645,80
9646,29
9647,88
9648,21
9649,57
9650,23
9651,80
9652,57
9653,108
9654,22
9655,115
9656,23
9657,22
9658,29
9659,88
9660,80
9661,115
9662,88
9663,119
9664,58
9665,40
9666,99
9667,101
9668,40
9669,23
9670,100
9671,80
9672,99
9673,100
9674,134
9675,135
9676,101
9677,80
9678,135
9679,124
9680,86
9681,56
9682,101
9683,104
9684,56
9685,27
9686,80
9687,105
9688,101
9689,80
9690,136
9691,138
9692,104
9693,105
9694,138
9695,141
9696,128
9697,129
9698,134
9699,136
9700,129
9701,135
9702,135
9703,138
9704,134
9705,135
9706,144
9707,145
9708,136
9709,138
9710,145
9711,147
9712,122
9713,123
9714,135
9715,138
9716,123
9717,137
9718,124
9719,141
9720,135
9721,124
9722,145
9723,147
9724,138
9725,141
9726,147
9727,150
9728,64
9729,67
9730,67
9731,54
9732,67
9733,58
9734,70
9735,81
9736,67
9737,70
9738,58
9739,81
9740,54
9741,81
9742,81
9743,110
9744,51
9745,66
9746,66
9747,15
9748,66
9749,86
9750,71
9751,91
9752,66
9753,71
9754,86
9755,91
9756,15
9757,91
9758,91
9759,113
9760,73
9761,92
9762,54
9763,94
9764,92
9765,128
9766,81
9767,129
9768,54
9769,81
9770,59
9771,101
9772,94
9773,129
9774,101
9775,135
9776,74
9777,93
9778,55
9779,91
9780,93
9781,122
9782,57
9783,123
9784,55
9785,57
9786,60
9787,102
9788,91
9789,123
9790,102
9791,137
9792,73
9793,54
9794,92
9795,94
9796,54
9797,59
9798,81
9799,101
9800,92
9801,81
9802,128
9803,129
9804,94
9805,101
9806,129
9807,135
9808,74
9809,55
9810,93
9811,91
9812,55
9813,60
9814,57
9815,102
9816,93
9817,57
9818,122
9819,123
9820,91
9821,102
9822,123
9823,137
9824,77
9825,97
9826,97
9827,112
9828,97
9829,132
9830,107
9831,136
9832,97
9833,107
9834,132
9835,136
9836,112
9837,136
9838,136
9839,145
9840,78
9841,98
9842,98
9843,113
9844,98
9845,133
9846,108
9847,137
9848,98
9849,108
9850,133
9851,137
9852,113
9853,137
9854,137
9855,146
9856,65
9857,69
9858,69
9859,75
9860,66
9861,40
9862,71
9863,82
9864,66
9865,71
9866,40
9867,82
9868,55
9869,57
9870,57
9871,83
9872,10
9873,38
9874,38
9875,26
9876,68
9877,56
9878,5
9879,80
9880,68
9881,5
9882,56
9883,80
9884,16
9885,95
9886,95
9887,115
9888,54
9889,94
9890,75
9891,96
9892,81
9893,129
9894,82
9895,131
9896,15
9897,91
9898,26
9899,87
9900,91
9901,123
9902,80
9903,124
9904,55
9905,91
9906,76
9907,87
9908,57
9909,123
9910,22
9911,124
9912,16
9913,95
9914,27
9915,105
9916,95
9917,130
9918,103
9919,139
9920,54
9921,75
9922,94
9923,96
9924,15
9925,26
9926,91
9927,87
9928,81
9929,82
9930,129
9931,131
9932,91
9933,80
9934,123
9935,124
9936,55
9937,76
9938,91
9939,87
9940,16
9941,27
9942,95
9943,105
9944,57
9945,22
9946,123
9947,124
9948,95
9949,103
9950,130
9951,139
9952,97
9953,112
9954,112
9955,118
9956,107
9957,136
9958,114
9959,140
9960,107
9961,114
9962,136
9963,140
9964,114
9965,138
9966,138
9967,147
9968,98
9969,113
9970,113
9971,84
9972,108
9973,137
9974,115
9975,141
9976,108
9977,115
9978,137
9979,141
9980,115
9981,139
9982,139
9983,148
9984,65
9985,66
9986,66
9987,55
9988,69
9989,40
9990,71
9991,57
9992,69
9993,71
9994,40
9995,57
9996,75
9997,82
9998,82
9999,83
10000,10
10001,68
10002,68
10003,16
10004,38
10005,56
10006,5
10007,95
10008,38
10009,5
10010,56
10011,95
10012,26
10013,80
10014,80
10015,115
10016,54
10017,81
10018,15
10019,91
10020,94
10021,129
10022,91
10023,123
10024,75
10025,82
10026,26
10027,80
10028,96
10029,131
10030,87
10031,124
10032,55
10033,57
10034,16
10035,95
10036,91
10037,123
10038,95
10039,130
10040,76
10041,22
10042,27
10043,103
10044,87
10045,124
10046,105
10047,139
10048,54
10049,15
10050,81
10051,91
